Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
 [487] Average() (troll.cpp:3049 @ 40b731) [286] Tree::Growth() (troll.cpp:1408 @ 4039f7) [647] std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const (stl_vector.h:117 @ 410b70)
 [514] Average() (troll.cpp:3059 @ 40b89c) [391] Tree::Growth() (troll.cpp:1412 @ 403a03) [537] std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const (stl_vector.h:118 @ 410b81)
 [434] Average() (troll.cpp:3071 @ 40ba49) [419] Tree::Growth() (troll.cpp:1420 @ 403a0f) [508] std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const (stl_vector.h:1336 @ 4105da)
 [515] Average() (troll.cpp:3076 @ 40bb29) [347] Tree::Growth() (troll.cpp:1430 @ 403b28) [504] std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const (stl_vector.h:1342 @ 41066b)
 [516] Average() (troll.cpp:3077 @ 40bb55) [395] Tree::Growth() (troll.cpp:1432 @ 403b47) [389] std::vector<int, std::allocator<int> >::size() const (stl_vector.h:645 @ 40fc1a)
 [517] Average() (troll.cpp:3113 @ 40bff9) [223] Tree::Update() (troll.cpp:1571 @ 4043a6) [173] std::vector<int, std::allocator<int> >::size() const (stl_vector.h:646 @ 40fc2b)
 [460] Average() (troll.cpp:3116 @ 40c06e) [22] Tree::Update() (troll.cpp:1575 @ 4043be) [648] std::vector<int, std::allocator<int> >::max_size() const (stl_vector.h:650 @ 4108f4)
 [473] Average() (troll.cpp:3119 @ 40c0e3) [400] Tree::Update() (troll.cpp:1577 @ 4043db) [664] std::allocator<int>::allocator() (allocator.h:113 @ 410a0e)
 [683] FreeMem() (troll.cpp:3398 @ 40d7ee) [43] Tree::Update() (troll.cpp:1580 @ 404460) [436] std::allocator<int>::~allocator() (allocator.h:121 @ 4107c2)
 [684] AllocMem() (troll.cpp:2483 @ 409a36) [224] Tree::Update() (troll.cpp:1582 @ 4044b4) [421] std::_Iter_base<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, false>::_S_base(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) (stl_iterator_base_types.h:212 @ 41080b)
 [519] AllocMem() (troll.cpp:2551 @ 409fc5) [534] Tree::Update() (troll.cpp:1584 @ 4044be) [560] std::_Iter_base<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, true>::_S_base(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) (stl_iterator_base_types.h:221 @ 410a69)
 [474] AllocMem() (troll.cpp:2552 @ 409fce) [477] Tree::Update() (troll.cpp:1586 @ 4044cd) [506] std::_Iter_base<int*, false>::_S_base(int*) (stl_iterator_base_types.h:212 @ 410ae4)
 [129] genrand2() (troll.cpp:3471 @ 40da85) [491] Tree::Update() (troll.cpp:1592 @ 40468d) [480] int* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<int>(int const*, int const*, int*) (stl_algobase.h:368 @ 410a7a)
 [308] genrand2() (troll.cpp:3476 @ 40da92) [373] Tree::Update() (troll.cpp:1594 @ 40474a) [538] int* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<int>(int const*, int const*, int*) (stl_algobase.h:371 @ 410aa9)
 [520] genrand2() (troll.cpp:3479 @ 40daa3) [110] Tree::Update() (troll.cpp:1596 @ 40475b) [539] int* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<int>(int const*, int const*, int*) (stl_algobase.h:373 @ 410acf)
 [498] genrand2() (troll.cpp:3480 @ 40dab0) [406] Tree::Update() (troll.cpp:1605 @ 404a44) [270] void std::_Destroy_aux<true>::__destroy<int*>(int*, int*) (stl_construct.h:112 @ 410a41)
 [396] genrand2() (troll.cpp:3482 @ 40daba) [187] Tree::Update() (troll.cpp:1609 @ 404a5f) [655] std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) (stl_vector.h:167 @ 4106a8)
 [210] genrand2() (troll.cpp:3483 @ 40dac3) [189] Tree::Update() (troll.cpp:1612 @ 404a6b) [665] std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl() (stl_vector.h:86 @ 410780)
 [162] genrand2() (troll.cpp:3484 @ 40daf4) [302] Tree::Average() (troll.cpp:1715 @ 4053d8) [656] std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) (stl_vector.h:171 @ 410746)
 [333] genrand2() (troll.cpp:3482 @ 40db2f) [120] Tree::Average() (troll.cpp:1716 @ 4053e9) [293] std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() (stl_vector.h:113 @ 410298)
 [384] genrand2() (troll.cpp:3486 @ 40db3c) [169] Tree::Average() (troll.cpp:1717 @ 4053fe) [312] std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() (stl_vector.h:114 @ 4102a9)
 [198] genrand2() (troll.cpp:3487 @ 40db3e) [271] Tree::Average() (troll.cpp:1718 @ 405423) [666] std::_Vector_base<int, std::allocator<int> >::_Vector_base() (stl_vector.h:124 @ 410202)
 [124] genrand2() (troll.cpp:3488 @ 40db6f) [338] Tree::Average() (troll.cpp:1719 @ 40544a) [394] std::_Vector_base<int, std::allocator<int> >::~_Vector_base() (stl_vector.h:161 @ 410269)
 [345] genrand2() (troll.cpp:3486 @ 40dbaa) [258] Tree::Average() (troll.cpp:1721 @ 4054a2) [649] int* std::__uninitialized_copy<true>::__uninit_copy<int*, int*>(int*, int*, int*) (stl_uninitialized.h:91 @ 410c68)
 [426] genrand2() (troll.cpp:3490 @ 40dbb7) [143] Tree::Average() (troll.cpp:1722 @ 4054ee) [463] int* std::__uninitialized_copy<true>::__uninit_copy<int*, int*>(int*, int*, int*) (stl_uninitialized.h:93 @ 410c81)
 [554] genrand2() (troll.cpp:3491 @ 40dbd7) [158] Tree::Average() (troll.cpp:1723 @ 405546) [657] std::vector<int, std::allocator<int> >::_M_insert_aux(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) (vector.tcc:318 @ 40fef8)
 [351] genrand2() (troll.cpp:3493 @ 40dc01) [213] Tree::Average() (troll.cpp:1724 @ 405599) [561] std::vector<int, std::allocator<int> >::_M_insert_aux(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) (vector.tcc:360 @ 41003f)
 [150] genrand2() (troll.cpp:3496 @ 40dc0b) [118] Tree::Average() (troll.cpp:1725 @ 4055ec) [548] std::vector<int, std::allocator<int> >::_M_insert_aux(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) (vector.tcc:365 @ 410047)
 [138] genrand2() (troll.cpp:3497 @ 40dc28) [229] Tree::Average() (troll.cpp:1726 @ 4056b2) [502] std::vector<int, std::allocator<int> >::_M_insert_aux(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) (vector.tcc:372 @ 410084)
 [149] genrand2() (troll.cpp:3498 @ 40dc34) [193] Tree::Average() (troll.cpp:1727 @ 405705) [540] std::vector<int, std::allocator<int> >::_M_insert_aux(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) (vector.tcc:369 @ 4100aa)
 [136] genrand2() (troll.cpp:3499 @ 40dc45) [202] Tree::Average() (troll.cpp:1728 @ 405758) [541] std::vector<int, std::allocator<int> >::_M_insert_aux(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) (vector.tcc:389 @ 41011e)
 [131] genrand2() (troll.cpp:3500 @ 40dc56) [164] Tree::Average() (troll.cpp:1729 @ 4057ab) [542] std::vector<int, std::allocator<int> >::_M_insert_aux(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) (vector.tcc:391 @ 410135)
  [46] genrand2() (troll.cpp:3502 @ 40dc62) [232] Tree::Average() (troll.cpp:1732 @ 4057fe) [236] std::vector<int, std::allocator<int> >::_M_erase_at_end(int*) (stl_vector.h:1350 @ 40fe1c)
 [137] genrand2() (troll.cpp:3504 @ 40dc9c) [295] Tree::CalcLAI() (troll.cpp:1202 @ 402c96) [146] std::vector<int, std::allocator<int> >::_M_erase_at_end(int*) (stl_vector.h:1352 @ 40fe31)
 [685] BirthInit() (troll.cpp:2606 @ 40a0f7) [45] Tree::CalcLAI() (troll.cpp:1203 @ 402ca8) [206] std::vector<int, std::allocator<int> >::_M_erase_at_end(int*) (stl_vector.h:1353 @ 40fe57)
 [673] Evolution() (troll.cpp:2624 @ 40a129) [190] Tree::CalcLAI() (troll.cpp:1213 @ 402cbd) [278] std::vector<int, std::allocator<int> >::_M_erase_at_end(int*) (stl_vector.h:1354 @ 40fe63)
 [132] genrand2i() (troll.cpp:3520 @ 40dd1c) [126] Tree::CalcLAI() (troll.cpp:1214 @ 402ccd) [470] std::vector<int, std::allocator<int> >::end() (stl_vector.h:556 @ 40f8a8)
 [276] genrand2i() (troll.cpp:3525 @ 40dd29) [218] Tree::CalcLAI() (troll.cpp:1215 @ 402ce0) [296] std::vector<int, std::allocator<int> >::end() (stl_vector.h:557 @ 40f8b9)
 [453] genrand2i() (troll.cpp:3528 @ 40dd3a) [326] Tree::CalcLAI() (troll.cpp:1216 @ 402cf3) [479] std::vector<int, std::allocator<int> >::begin() (stl_vector.h:538 @ 40f87e)
 [488] genrand2i() (troll.cpp:3529 @ 40dd47) [320] Tree::CalcLAI() (troll.cpp:1217 @ 402d10) [386] std::vector<int, std::allocator<int> >::begin() (stl_vector.h:539 @ 40f88f)
 [377] genrand2i() (troll.cpp:3531 @ 40dd51) [415] Tree::CalcLAI() (troll.cpp:1221 @ 402d20) [279] std::vector<int, std::allocator<int> >::clear() (stl_vector.h:1125 @ 40fc74)
 [163] genrand2i() (troll.cpp:3532 @ 40dd5a) [405] Tree::CalcLAI() (troll.cpp:1222 @ 402d2c) [127] std::vector<int, std::allocator<int> >::clear() (stl_vector.h:1126 @ 40fc85)
 [108] genrand2i() (troll.cpp:3533 @ 40dd8b) [404] Tree::CalcLAI() (troll.cpp:1223 @ 402d4a) [459] std::vector<int, std::allocator<int> >::erase(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) (vector.tcc:146 @ 40f9b8)
 [253] genrand2i() (troll.cpp:3531 @ 40ddc6) [429] Tree::CalcLAI() (troll.cpp:1224 @ 402d68) [478] std::vector<int, std::allocator<int> >::erase(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) (vector.tcc:149 @ 40f9d2)
 [322] genrand2i() (troll.cpp:3535 @ 40ddd3) [448] Tree::CalcLAI() (troll.cpp:1225 @ 402d75) [260] std::vector<int, std::allocator<int> >::erase(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) (vector.tcc:156 @ 40fa83)
 [148] genrand2i() (troll.cpp:3536 @ 40ddd5) [323] Tree::CalcLAI() (troll.cpp:1226 @ 402d82) [121] std::vector<int, std::allocator<int> >::push_back(int const&) (stl_vector.h:901 @ 40fa8a)
  [65] genrand2i() (troll.cpp:3537 @ 40de06) [424] Tree::CalcLAI() (troll.cpp:1227 @ 402da3) [8] std::vector<int, std::allocator<int> >::push_back(int const&) (stl_vector.h:903 @ 40fa9f)
 [342] genrand2i() (troll.cpp:3535 @ 40de41) [151] Tree::CalcLAI() (troll.cpp:1229 @ 402dbf) [113] std::vector<int, std::allocator<int> >::push_back(int const&) (stl_vector.h:906 @ 40fab4)
 [451] genrand2i() (troll.cpp:3539 @ 40de4e) [231] Tree::CalcLAI() (troll.cpp:1223 @ 402e29) [51] std::vector<int, std::allocator<int> >::push_back(int const&) (stl_vector.h:905 @ 40fac0)
 [456] genrand2i() (troll.cpp:3540 @ 40de6e) [298] Tree::CalcLAI() (troll.cpp:1222 @ 402e55) [165] std::vector<int, std::allocator<int> >::push_back(int const&) (stl_vector.h:907 @ 40facf)
 [277] genrand2i() (troll.cpp:3542 @ 40de98) [327] Tree::CalcLAI() (troll.cpp:1236 @ 402e86) [262] std::vector<int, std::allocator<int> >::push_back(int const&) (stl_vector.h:913 @ 40fae5)
 [123] genrand2i() (troll.cpp:3545 @ 40dea2) [275] Tree::CalcLAI() (troll.cpp:1237 @ 402ea0) [263] std::vector<int, std::allocator<int> >::push_back(int const&) (stl_vector.h:915 @ 40fb07)
 [102] genrand2i() (troll.cpp:3546 @ 40debf) [204] Tree::CalcLAI() (troll.cpp:1239 @ 402ec9) [667] std::vector<int, std::allocator<int> >::vector() (stl_vector.h:248 @ 40fb4e)
  [68] genrand2i() (troll.cpp:3547 @ 40decb) [177] Tree::CalcLAI() (troll.cpp:1240 @ 402ee7) [358] std::vector<int, std::allocator<int> >::operator[](unsigned long) (stl_vector.h:770 @ 40fc4a)
  [14] genrand2i() (troll.cpp:3548 @ 40dedc) [195] Tree::CalcLAI() (troll.cpp:1241 @ 402f05) [239] std::vector<int, std::allocator<int> >::operator[](unsigned long) (stl_vector.h:771 @ 40fc5f)
  [98] genrand2i() (troll.cpp:3549 @ 40deed) [212] Tree::CalcLAI() (troll.cpp:1242 @ 402f12) [551] std::_Miter_base<int*>::iterator_type std::__miter_base<int*>(int*) (stl_algobase.h:288 @ 410877)
 [144] genrand2i() (troll.cpp:3551 @ 40def9) [90] Tree::CalcLAI() (troll.cpp:1243 @ 402f1f) [471] std::_Niter_base<int*>::iterator_type std::__niter_base<int*>(int*) (stl_algobase.h:277 @ 410afb)
 [283] genrand2i() (troll.cpp:3552 @ 40defd) [176] Tree::CalcLAI() (troll.cpp:1244 @ 402f40) [650] int* std::__copy_move_a<false, int*, int*>(int*, int*, int*) (stl_algobase.h:379 @ 410841)
 [686] sgenrand2(unsigned long) (troll.cpp:3458 @ 40da10) [27] Tree::CalcLAI() (troll.cpp:1245 @ 402f5c) [562] int* std::__copy_move_a<false, int*, int*>(int*, int*, int*) (stl_algobase.h:391 @ 410875)
 [343] sgenrand2(unsigned long) (troll.cpp:3464 @ 40da67) [35] Tree::CalcLAI() (troll.cpp:1246 @ 402fbe) [403] int* std::copy_backward<int*, int*>(int*, int*, int*) (stl_algobase.h:619 @ 41058f)
 [344] sgenrand2(unsigned long) (troll.cpp:3466 @ 40da83) [254] Tree::CalcLAI() (troll.cpp:1247 @ 403020) [543] int* std::copy_backward<int*, int*>(int*, int*, int*) (stl_algobase.h:632 @ 4105d3)
 [339] Tree::DisperseSeed() (troll.cpp:1537 @ 40416a) [251] Tree::CalcLAI() (troll.cpp:1248 @ 40302f) [411] __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) (stl_algobase.h:429 @ 41054c)
  [62] Tree::DisperseSeed() (troll.cpp:1542 @ 40417c) [24] Tree::CalcLAI() (troll.cpp:1249 @ 40303a) [472] int* std::__copy_move_a2<false, int*, int*>(int*, int*, int*) (stl_algobase.h:424 @ 410ce5)
 [521] Tree::DisperseSeed() (troll.cpp:1549 @ 404252) [157] Tree::CalcLAI() (troll.cpp:1248 @ 403097) [651] int* std::uninitialized_copy<int*, int*>(int*, int*, int*) (stl_uninitialized.h:107 @ 410ba5)
 [499] Tree::DisperseSeed() (troll.cpp:1552 @ 404261) [44] Tree::CalcLAI() (troll.cpp:1240 @ 4030a6) [484] std::iterator_traits<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >::iterator_category std::__iterator_category<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) (stl_iterator_base_types.h:201 @ 4102dd)
 [179] Tree::DisperseSeed() (troll.cpp:1554 @ 40426d) [74] Tree::CalcLAI() (troll.cpp:1239 @ 4030d2) [495] std::iterator_traits<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >::iterator_category std::__iterator_category<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) (stl_iterator_base_types.h:202 @ 4102ee)
 [287] Tree::DisperseSeed() (troll.cpp:1555 @ 4042e7) [188] Tree::CalcLAI() (troll.cpp:1258 @ 4030fe) [507] int* std::__uninitialized_copy_a<int*, int*, int>(int*, int*, int*, std::allocator<int>&) (stl_uninitialized.h:256 @ 410997)
  [37] Tree::DisperseSeed() (troll.cpp:1557 @ 404305) [661] Tree::histdbh() (troll.cpp:1734 @ 405800) [496] int* std::__uninitialized_copy_a<int*, int*, int>(int*, int*, int*, std::allocator<int>&) (stl_uninitialized.h:258 @ 4109b4)
 [183] Tree::DisperseSeed() (troll.cpp:1556 @ 40433d) [248] Tree::FallTree() (troll.cpp:1621 @ 404a78) [652] int* std::__uninitialized_move_if_noexcept_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) (stl_uninitialized.h:274 @ 4106e5)
 [390] Tree::DisperseSeed() (troll.cpp:1557 @ 404373) [112] Tree::FallTree() (troll.cpp:1626 @ 404a90) [249] std::cos(float) (cmath:204 @ 40e0cc)
 [329] Tree::DisperseSeed() (troll.cpp:1552 @ 40438e) [455] Tree::FallTree() (troll.cpp:1644 @ 404bfa) [237] std::exp(float) (cmath:242 @ 40e100)
 [264] Tree::DisperseSeed() (troll.cpp:1562 @ 40439e) [557] Tree::FallTree() (troll.cpp:1646 @ 404c2f) [658] unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) (stl_algobase.h:216 @ 41091b)
 [369] Tree::BirthFromData(Species*, int, int, float) (troll.cpp:1189 @ 402c93) [558] Tree::FallTree() (troll.cpp:1639 @ 404c68) [545] unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) (stl_algobase.h:221 @ 410930)
 [334] Tree::UpdateLeafDynamics() (troll.cpp:1439 @ 403b4a) [559] Tree::FallTree() (troll.cpp:1656 @ 404de8) [675] __gnu_cxx::__promote_2<double, float, __gnu_cxx::__promote<double, std::__is_integer<double>::__value>::__type, __gnu_cxx::__promote<float, std::__is_integer<float>::__value>::__type>::__type std::pow<double, float>(double, float) (cmath:434 @ 40f835)
 [125] Tree::UpdateLeafDynamics() (troll.cpp:1445 @ 403b5b) [550] Tree::FallTree() (troll.cpp:1654 @ 404e00) [482] __gnu_cxx::__promote_2<double, float, __gnu_cxx::__promote<double, std::__is_integer<double>::__value>::__type, __gnu_cxx::__promote<float, std::__is_integer<float>::__value>::__type>::__type std::pow<double, float>(double, float) (cmath:438 @ 40f873)
 [225] Tree::UpdateLeafDynamics() (troll.cpp:1450 @ 403bba) [392] Tree::FallTree() (troll.cpp:1663 @ 405063) [297] __gnu_cxx::__promote_2<float, double, __gnu_cxx::__promote<float, std::__is_integer<float>::__value>::__type, __gnu_cxx::__promote<double, std::__is_integer<double>::__value>::__type>::__type std::pow<float, double>(float, double) (cmath:434 @ 40fb09)
 [363] Tree::UpdateLeafDynamics() (troll.cpp:1454 @ 403be3) [372] Tree::FallTree() (troll.cpp:1666 @ 40506f) [269] __gnu_cxx::__promote_2<float, double, __gnu_cxx::__promote<float, std::__is_integer<float>::__value>::__type, __gnu_cxx::__promote<double, std::__is_integer<double>::__value>::__type>::__type std::pow<float, double>(float, double) (cmath:437 @ 40fb20)
 [290] Tree::UpdateLeafDynamics() (troll.cpp:1455 @ 403c08) [662] Tree::Tree() (troll.cpp:1040 @ 40f652) [383] __gnu_cxx::__promote_2<float, double, __gnu_cxx::__promote<float, std::__is_integer<float>::__value>::__type, __gnu_cxx::__promote<double, std::__is_integer<double>::__value>::__type>::__type std::pow<float, double>(float, double) (cmath:438 @ 40fb43)
 [235] Tree::UpdateLeafDynamics() (troll.cpp:1456 @ 403c2d) [509] Tree::~Tree() (troll.cpp:1057 @ 40f77a) [679] __gnu_cxx::__promote_2<int, double, __gnu_cxx::__promote<int, std::__is_integer<int>::__value>::__type, __gnu_cxx::__promote<double, std::__is_integer<double>::__value>::__type>::__type std::pow<int, double>(int, double) (cmath:434 @ 40f7f5)
 [281] Tree::UpdateLeafDynamics() (troll.cpp:1457 @ 403c4d) [660] Species::UpdateSeed() (troll.cpp:700 @ 40241e) [39] std::sin(float) (cmath:445 @ 40e19c)
 [291] Tree::UpdateLeafDynamics() (troll.cpp:1458 @ 403c6d) [420] Species::UpdateSeed() (troll.cpp:753 @ 40247f) [402] __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::copy<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) (stl_algobase.h:461 @ 40fe14)
 [192] Tree::UpdateLeafDynamics() (troll.cpp:1459 @ 403c95) [356] Species::DeathRateNDD(float, float, int, float) (troll.cpp:816 @ 40e4fa) [653] int* std::copy<int*, int*>(int*, int*, int*) (stl_algobase.h:450 @ 410c9a)
 [265] Tree::UpdateLeafDynamics() (troll.cpp:1463 @ 403cc1) [205] Species::dailyGPPleaf(float, float, float, float, float) (troll.cpp:906 @ 40e9f0) [449] int* std::copy<int*, int*>(int*, int*, int*) (stl_algobase.h:460 @ 410cb4)
 [134] Tree::UpdateLeafDynamics() (troll.cpp:1465 @ 403cea) [328] Species::dailyGPPleaf(float, float, float, float, float) (troll.cpp:907 @ 40ea1a) [563] int* std::copy<int*, int*>(int*, int*, int*) (stl_algobase.h:461 @ 410cde)
 [141] Tree::UpdateLeafDynamics() (troll.cpp:1466 @ 403d6e) [256] Species::dailyGPPleaf(float, float, float, float, float) (troll.cpp:910 @ 40ea23) [444] __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::find<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) (stl_algo.h:4432 @ 40fcc3)
 [401] Tree::UpdateLeafDynamics() (troll.cpp:1468 @ 403d85) [58] Species::dailyGPPleaf(float, float, float, float, float) (troll.cpp:911 @ 40ea35) [412] __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::find<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) (stl_algo.h:4441 @ 40fcdd)
 [399] Tree::UpdateTreeBiometry() (troll.cpp:1470 @ 403d88) [306] Species::dailyGPPleaf(float, float, float, float, float) (troll.cpp:912 @ 40ea8f) [564] __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::find<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) (stl_algo.h:4442 @ 40fd03)
 [418] Tree::UpdateTreeBiometry() (troll.cpp:1474 @ 403d99) [80] Species::dailyGPPleaf(float, float, float, float, float) (troll.cpp:913 @ 40eaa1) [425] __gnu_cxx::__enable_if<std::__is_integer<int>::__value, double>::__type std::sqrt<int>(int) (cmath:495 @ 40fbe8)
 [182] Tree::UpdateTreeBiometry() (troll.cpp:1475 @ 403da6) [360] Species::dailyGPPleaf(float, float, float, float, float) (troll.cpp:914 @ 40eafb) [9] std::sqrt(float) (cmath:483 @ 40e1d0)
 [378] Tree::UpdateTreeBiometry() (troll.cpp:1476 @ 403e05) [101] Species::dailyGPPleaf(float, float, float, float, float) (troll.cpp:915 @ 40eb0d) [437] std::atan2(float, float) (cmath:164 @ 40e088)
 [140] Tree::UpdateTreeBiometry() (troll.cpp:1482 @ 403e6d) [374] Species::dailyGPPleaf(float, float, float, float, float) (troll.cpp:916 @ 40eb67) [674] std::log10(float) (cmath:377 @ 40e168)
 [381] Tree::UpdateTreeBiometry() (troll.cpp:1487 @ 403f37) [99] Species::dailyGPPleaf(float, float, float, float, float) (troll.cpp:917 @ 40eb79) [445] __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::__find<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&, std::random_access_iterator_tag) (stl_algo.h:158 @ 4102f0)
 [180] Tree::UpdateTreeBiometry() (troll.cpp:1493 @ 403f56) [367] Species::dailyGPPleaf(float, float, float, float, float) (troll.cpp:918 @ 40ebd3) [467] __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::__find<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&, std::random_access_iterator_tag) (stl_algo.h:162 @ 410309)
 [207] Tree::UpdateTreeBiometry() (troll.cpp:1496 @ 403f99) [78] Species::dailyGPPleaf(float, float, float, float, float) (troll.cpp:919 @ 40ebe5) [546] __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::__find<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&, std::random_access_iterator_tag) (stl_algo.h:164 @ 4103f1)
 [241] Tree::UpdateTreeBiometry() (troll.cpp:1497 @ 403fe9) [353] Species::dailyGPPleaf(float, float, float, float, float) (troll.cpp:920 @ 40ec3f) [450] __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::__find<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&, std::random_access_iterator_tag) (stl_algo.h:183 @ 410401)
 [257] Tree::UpdateTreeBiometry() (troll.cpp:1501 @ 404021) [100] Species::dailyGPPleaf(float, float, float, float, float) (troll.cpp:921 @ 40ec51) [485] __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::remove<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) (stl_algo.h:1091 @ 40f8d6)
